fecha,planta,linea_produccion,turno,operario,supervisor,etapa_proceso,tipo_producto,talla,color,unidades_producidas,tela_utilizada_m2,tiempo_operacion_min,tiempo_paro_min,costo_tela_m2_usd,costo_unitario_usd,unidades_defectuosas,unidades_retrabajo,tela_desperdiciada_m2,costo_desperdicio_usd,tipo_defecto,causa_raiz,porcentaje_defectos,porcentaje_merma_tela,eficiencia_linea,CRITICIDAD
3/2/2026,Planta C,L6,Tarde,Wynn Bertelet,Edouard Chattock,Calidad,Premium,S,Azul,300,279,228,85,6,7,38,43,14.24,351.44,Mancha,Proceso ineficiente,0.0,0.051,1.0,Bajo
3/15/2026,Planta A,L5,Noche,Derwin McGrae,Evelyn Oppy,Costura,Deportiva,S,Rojo,407,272,75,95,6,13,81,65,28.48,1223.88,Costura defectuosa,Error humano,0.0,0.1047,5.0,Critico
3/5/2026,Planta C,L6,Dia,Rochester Grinsted,Minette Goater,Corte,Basica,L,Rojo,402,136,124,109,8,4,80,77,20.45,483.6,Mancha,Materia prima defectuosa,0.0,0.1504,3.0,Critico
3/10/2026,Planta B,L3,Tarde,Hendrick Royle,Felicio Rubinowitsch,Calidad,Deportiva,S,Rojo,119,108,442,91,6,10,26,11,21.31,387.86,Tela danada,Falla maquina,0.0,0.1973,0.0,Critico
3/29/2026,Planta B,L10,Dia,Lynelle Denzilow,Britteny Children,Corte,Basica,XL,Gris,323,199,290,81,3,5,28,30,56.83,310.49,Costura defectuosa,Error humano,0.0,0.2856,1.0,Bajo
3/3/2026,Planta B,L2,Dia,Leela Abrahmson,Faber Garie,Acabado,Premium,S,Negro,486,161,246,64,8,17,102,46,23.01,1918.08,Tela danada,Proceso ineficiente,0.0,0.1429,1.0,Bajo
3/5/2026,Planta C,L4,Dia,Corbett Gorrie,Antonietta Truss,Acabado,Premium,S,Blanco,124,241,393,71,6,10,9,25,19.89,209.34,Corte incorrecto,Error humano,0.0,0.0825,0.0,Bajo
3/10/2026,Planta C,L9,Dia,Paige L'Amie,Thaxter Wenderott,Acabado,Deportiva,M,Negro,312,60,62,88,5,8,57,42,7.22,492.1,Costura defectuosa,Materia prima defectuosa,0.0,0.1203,5.0,Bajo
3/21/2026,Planta B,L4,Dia,Weston Wabey,Joline McGahern,Corte,Deportiva,M,Azul,484,230,256,21,4,7,83,59,61.16,825.64,Costura defectuosa,Materia prima defectuosa,0.0,0.2659,1.0,Bajo
3/17/2026,Planta C,L3,Noche,Gherardo Whapple,Templeton Dobkin,Costura,Premium,M,Gris,118,236,273,26,5,22,37,9,8.45,856.25,Medida incorrecta,Materia prima defectuosa,0.0,0.0358,0.0,Bajo
3/28/2026,Planta C,L2,Noche,Cece Teeney,Dukey Veare,Calidad,Basica,L,Blanco,312,246,206,66,8,9,139,33,11.29,1341.32,Corte incorrecto,Proceso ineficiente,0.0,0.0459,1.0,Bajo
3/16/2026,Planta B,L1,Noche,Joice Schaffler,Misti Dykins,Corte,Deportiva,L,Negro,105,215,285,25,7,16,40,16,53.95,1017.65,Corte incorrecto,Proceso ineficiente,0.0,0.2509,0.0,Bajo
3/8/2026,Planta C,L4,Tarde,Erinna Lowthorpe,Salvidor Hanretty,Calidad,Basica,S,Azul,412,278,440,96,5,14,94,55,42.46,1528.3,Mancha,Error humano,0.0,0.1527,0.0,Critico
3/3/2026,Planta B,L3,Tarde,Tomasine Vales,Moishe Winship,Acabado,Deportiva,S,Gris,262,137,417,58,8,19,50,22,4.84,988.72,Costura defectuosa,Proceso ineficiente,0.0,0.0353,0.0,Bajo
3/19/2026,Planta A,L4,Dia,Wait Hallt,Wendye Christiensen,Acabado,Premium,L,Azul,226,259,69,99,8,11,33,42,18.6,511.8,Mancha,Materia prima defectuosa,0.0,0.0718,3.0,Critico
3/24/2026,Planta C,L9,Tarde,Cherin Pottberry,Bill Geddes,Acabado,Premium,L,Rojo,349,223,110,105,7,21,35,60,31.1,952.7,Corte incorrecto,Proceso ineficiente,0.0,0.1395,3.0,Critico
3/22/2026,Planta B,L4,Tarde,Lora Broadfoot,Brion Pesik,Acabado,Premium,S,Azul,239,110,207,78,3,23,39,40,4.46,910.38,Corte incorrecto,Materia prima defectuosa,0.0,0.0405,1.0,Bajo
3/28/2026,Planta A,L7,Dia,Amber Ravenshaw,Fanni Bourhill,Corte,Premium,XL,Azul,170,92,150,37,6,23,14,31,11.07,388.42,Tela danada,Materia prima defectuosa,0.0,0.1203,1.0,Bajo
3/6/2026,Planta C,L5,Dia,Gar Ciani,Isa Larby,Calidad,Premium,XL,Gris,310,299,207,92,6,11,30,54,53.74,652.44,Costura defectuosa,Materia prima defectuosa,0.0,0.1797,1.0,Critico
3/4/2026,Planta A,L2,Noche,Keriann Tomaszynski,Francyne Ravenscroftt,Acabado,Deportiva,XL,Negro,338,227,335,107,8,13,135,66,32.12,2011.96,Corte incorrecto,Materia prima defectuosa,0.0,0.1415,1.0,Critico
3/7/2026,Planta B,L3,Dia,Garwin Fairfoul,Fredrika Vivian,Acabado,Basica,S,Azul,215,294,399,115,2,20,50,25,28.17,1056.34,Tela danada,Proceso ineficiente,0.0,0.0958,0.0,Critico
3/8/2026,Planta B,L6,Tarde,Page Cadany,Gladi Prodrick,Corte,Deportiva,L,Rojo,471,156,334,30,5,7,94,90,33.77,826.85,Tela danada,Proceso ineficiente,0.0,0.2165,1.0,Bajo
3/14/2026,Planta C,L1,Noche,Margarita Mendel,Carly Ridoutt,Costura,Deportiva,M,Rojo,232,98,308,8,8,19,90,37,16.91,1845.28,Tela danada,Proceso ineficiente,0.0,0.1726,0.0,Bajo
3/19/2026,Planta C,L7,Tarde,Collette Pantone,Nathaniel Schild,Calidad,Premium,XL,Rojo,176,288,388,16,6,23,40,33,56.9,1261.4,Tela danada,Materia prima defectuosa,0.0,0.1976,0.0,Bajo
3/18/2026,Planta B,L3,Noche,Ninette Gouck,Jess Shorter,Calidad,Deportiva,L,Blanco,466,50,254,45,5,12,99,36,6.78,1221.9,Corte incorrecto,Falla maquina,0.0,0.1356,1.0,Bajo
3/10/2026,Planta C,L6,Noche,Erna MacMenamin,Mariejeanne Wardroper,Calidad,Premium,L,Azul,226,142,446,45,6,6,112,30,19.41,788.46,Medida incorrecta,Proceso ineficiente,0.0,0.1367,0.0,Bajo
3/6/2026,Planta C,L6,Tarde,Carline Chooter,Franni Plampeyn,Calidad,Deportiva,XL,Rojo,197,167,259,34,7,22,45,18,20.34,1132.38,Medida incorrecta,Error humano,0.0,0.1218,0.0,Bajo
3/22/2026,Planta B,L9,Tarde,Sandye Hugonnet,Tam Naerup,Corte,Deportiva,L,Azul,112,142,424,49,7,5,13,14,55.83,455.81,Costura defectuosa,Error humano,0.0,0.3932,0.0,Bajo
3/3/2026,Planta A,L4,Tarde,Gannie Sauvan,Tommy Morcombe,Acabado,Basica,L,Blanco,333,108,399,8,5,15,42,30,9.93,679.65,Mancha,Proceso ineficiente,0.0,0.0919,0.0,Bajo
3/26/2026,Planta B,L5,Tarde,Rubetta Mathes,Cordula Cianelli,Calidad,Premium,XL,Rojo,229,64,150,52,6,13,35,41,3.45,475.7,Tela danada,Error humano,0.0,0.0539,1.0,Bajo
3/30/2026,Planta B,L3,Noche,Sydelle Barwell,Kaitlin Velden,Costura,Premium,XL,Negro,374,171,316,17,3,6,105,49,25.82,707.46,Mancha,Falla maquina,0.0,0.151,1.0,Bajo
3/5/2026,Planta B,L2,Noche,Hillary Bestall,Gerhardine McManamon,Costura,Premium,XL,Negro,394,249,250,13,4,11,181,30,33.63,2125.52,Mancha,Proceso ineficiente,0.0,0.1351,1.0,Critico
3/26/2026,Planta A,L2,Noche,Caryl Lantoph,Ave Swyn,Costura,Basica,L,Azul,166,292,267,73,3,8,69,27,33.37,652.11,Costura defectuosa,Materia prima defectuosa,0.0,0.1143,0.0,Bajo
3/7/2026,Planta A,L9,Dia,Kati Sinclar,Blaire Golston,Acabado,Premium,S,Blanco,260,259,67,20,3,3,61,18,11.99,218.97,Tela danada,Falla maquina,0.0,0.0463,3.0,Bajo
3/26/2026,Planta C,L7,Dia,Niko Le Blanc,Oralla Abramovitch,Costura,Basica,XL,Rojo,309,82,191,34,5,23,61,19,11.38,1459.9,Mancha,Error humano,0.0,0.1388,1.0,Bajo
3/14/2026,Planta C,L10,Noche,Magnum McIlwain,Rosalynd Antoniottii,Corte,Deportiva,S,Azul,192,226,184,29,4,23,53,10,46.32,1404.28,Tela danada,Falla maquina,0.0,0.205,1.0,Bajo
3/11/2026,Planta A,L8,Noche,Arlana Leigh,Chandra Zorener,Costura,Premium,XL,Rojo,139,248,182,107,5,13,54,16,34.79,875.95,Costura defectuosa,Error humano,0.0,0.1403,0.0,Critico
3/4/2026,Planta C,L1,Noche,Danell Dobbs,Vera Danelet,Acabado,Basica,S,Rojo,168,284,246,1,5,8,69,25,27.52,689.6,Tela danada,Proceso ineficiente,0.0,0.0969,0.0,Bajo
3/16/2026,Planta B,L8,Dia,Marlene Gimert,Marlene Kemball,Calidad,Premium,L,Rojo,95,167,113,85,5,22,10,15,30.08,370.4,Mancha,Falla maquina,0.0,0.1801,0.0,Bajo
3/2/2026,Planta A,L4,Tarde,Kara Poutress,Mersey Trenchard,Acabado,Deportiva,XL,Gris,384,259,246,111,4,22,45,21,30.49,1111.96,Mancha,Error humano,0.0,0.1177,1.0,Critico
3/18/2026,Planta A,L7,Dia,Briggs Antley,Johnathan Brigden,Corte,Basica,L,Rojo,215,93,213,88,5,9,17,41,36.82,337.1,Mancha,Falla maquina,0.0,0.3959,1.0,Bajo
3/21/2026,Planta A,L9,Tarde,Katinka Beauvais,Bud Weddup,Calidad,Deportiva,S,Gris,183,241,219,117,4,15,39,22,8.17,617.68,Mancha,Error humano,0.0,0.0339,0.0,Critico
3/18/2026,Planta B,L10,Noche,Roxana Bowater,Remus Whiles,Acabado,Deportiva,L,Rojo,181,171,116,9,4,14,60,22,33.45,973.8,Corte incorrecto,Materia prima defectuosa,0.0,0.1956,1.0,Bajo
3/22/2026,Planta B,L7,Tarde,Derry Carmody,Fanya Chessil,Acabado,Basica,L,Rojo,317,250,281,72,7,23,43,18,7.56,1041.92,Medida incorrecta,Error humano,0.0,0.0302,1.0,Bajo
3/14/2026,Planta C,L2,Noche,Calla Semarke,Nissa Kennler,Calidad,Deportiva,L,Blanco,188,236,453,70,6,16,55,11,17.4,984.4,Costura defectuosa,Error humano,0.0,0.0737,0.0,Bajo
3/8/2026,Planta A,L4,Dia,Chaunce McCready,Doria McCallum,Corte,Basica,XL,Blanco,250,65,406,22,8,24,38,44,25.3,1114.4,Mancha,Error humano,0.0,0.3892,0.0,Bajo
3/9/2026,Planta C,L9,Dia,Hubey Hyder,Lusa Canizares,Corte,Deportiva,XL,Azul,113,273,453,14,5,15,19,19,76.56,667.8,Costura defectuosa,Materia prima defectuosa,0.0,0.2804,0.0,Bajo
3/5/2026,Planta C,L8,Noche,Aviva Hanson,Dalis Smidmor,Acabado,Premium,L,Negro,424,100,476,119,6,17,124,67,12.33,2181.98,Corte incorrecto,Error humano,0.0,0.1233,0.0,Critico
3/6/2026,Planta B,L3,Noche,Nathanil Sleight,Margit Jorat,Corte,Basica,XL,Azul,429,174,323,104,6,5,171,25,48.54,1146.24,Corte incorrecto,Materia prima defectuosa,0.0,0.279,1.0,Critico
3/22/2026,Planta C,L9,Dia,Rori Cleary,Drucy Domniney,Costura,Premium,M,Gris,133,289,74,106,2,3,22,21,43.2,152.4,Medida incorrecta,Error humano,0.0,0.1495,1.0,Critico
3/9/2026,Planta B,L2,Tarde,Mic Gerant,Hermon Hearsum,Calidad,Basica,L,Blanco,369,99,314,23,4,21,58,40,8.6,1252.4,Corte incorrecto,Falla maquina,0.0,0.0869,1.0,Bajo
3/26/2026,Planta B,L1,Noche,Sharona Scargle,Consuelo Jurs,Costura,Deportiva,L,Gris,81,270,62,5,6,24,18,7,27.78,598.68,Medida incorrecta,Proceso ineficiente,0.0,0.1029,1.0,Bajo
3/24/2026,Planta B,L2,Tarde,Bronnie Bennie,Lexine Langston,Costura,Basica,L,Blanco,146,280,329,38,6,16,10,25,29.08,334.48,Mancha,Falla maquina,0.0,0.1039,0.0,Bajo
3/23/2026,Planta B,L7,Noche,Morganne Noteyoung,Elvyn Attwool,Corte,Basica,L,Azul,464,117,432,32,2,6,95,45,14.34,598.68,Mancha,Error humano,0.0,0.1226,1.0,Bajo
3/28/2026,Planta A,L2,Noche,Edita Dyball,Ernaline Wozencraft,Calidad,Deportiva,M,Blanco,410,99,353,46,7,11,138,55,14.06,1616.42,Costura defectuosa,Materia prima defectuosa,0.0,0.142,1.0,Bajo
3/2/2026,Planta A,L6,Tarde,Steven Grammer,Gaston Fulbrook,Corte,Basica,M,Gris,114,252,138,55,4,15,14,6,80.82,533.28,Corte incorrecto,Falla maquina,0.0,0.3207,0.0,Bajo
3/14/2026,Planta A,L6,Tarde,Janela Andreoletti,Deeann Chicken,Costura,Premium,S,Blanco,400,185,172,51,6,14,73,70,22.27,1155.62,Mancha,Falla maquina,0.0,0.1204,2.0,Bajo
3/30/2026,Planta B,L8,Dia,Braden Hinze,Galven Caghy,Calidad,Basica,XL,Azul,241,237,185,44,8,3,59,14,43.23,522.84,Mancha,Materia prima defectuosa,0.0,0.1824,1.0,Bajo
3/5/2026,Planta A,L9,Tarde,Eadie Racher,Fidelity Mc Carroll,Acabado,Premium,M,Azul,339,234,260,110,8,17,45,36,15.27,887.16,Mancha,Proceso ineficiente,0.0,0.0653,1.0,Critico
3/11/2026,Planta B,L2,Noche,Madelena Brook,Sollie Gotobed,Acabado,Deportiva,S,Blanco,437,107,359,15,6,23,103,50,16.7,2469.2,Tela danada,Falla maquina,0.0,0.1561,1.0,Critico
3/14/2026,Planta B,L4,Dia,Hewett Beatty,Kenny Fidal,Costura,Premium,M,Blanco,84,122,195,20,7,6,14,6,22.73,243.11,Tela danada,Materia prima defectuosa,0.0,0.1863,0.0,Bajo
3/29/2026,Planta B,L3,Dia,Sanders Dobing,Melba Franzonello,Acabado,Deportiva,L,Azul,344,176,263,93,5,5,37,24,15.23,261.15,Tela danada,Error humano,0.0,0.0865,1.0,Critico
3/8/2026,Planta B,L5,Noche,Lindsay Parfett,Sib Killough,Calidad,Premium,S,Rojo,163,154,446,95,5,3,39,24,5.0,142.0,Tela danada,Falla maquina,0.0,0.0325,0.0,Critico
3/5/2026,Planta B,L2,Dia,Harley Burren,Rube Cranmore,Calidad,Deportiva,L,Gris,466,101,397,44,3,13,76,63,4.28,1000.84,Medida incorrecta,Proceso ineficiente,0.0,0.0424,1.0,Bajo
3/17/2026,Planta A,L4,Dia,Brade Mochan,Kristy Gandar,Acabado,Deportiva,M,Gris,436,119,79,110,3,5,52,29,13.1,299.3,Costura defectuosa,Falla maquina,0.0,0.1101,5.0,Critico
3/8/2026,Planta A,L3,Noche,Renee Escalante,Teresa Ridett,Corte,Basica,M,Azul,247,234,78,53,5,20,113,29,31.73,2418.65,Tela danada,Falla maquina,0.0,0.1356,3.0,Critico
3/26/2026,Planta A,L5,Noche,Lissa Scantlebury,Mariann Stolting,Costura,Premium,XL,Negro,156,158,108,47,6,5,65,27,25.01,475.06,Tela danada,Materia prima defectuosa,0.0,0.1583,1.0,Bajo
3/20/2026,Planta B,L1,Tarde,Anallese Fenning,Cecil Edgeson,Acabado,Basica,M,Gris,422,200,429,77,4,6,41,61,10.02,286.08,Mancha,Error humano,0.0,0.0501,0.0,Bajo
3/23/2026,Planta B,L3,Noche,Kassia Van Der Weedenburg,Dion Sunley,Corte,Premium,S,Negro,488,93,127,116,5,7,213,91,17.45,1578.25,Costura defectuosa,Materia prima defectuosa,0.0,0.1876,3.0,Critico
3/18/2026,Planta C,L2,Noche,Leila Ballsdon,Cate Morrallee,Calidad,Premium,L,Azul,348,139,439,52,2,20,81,44,25.52,1671.04,Tela danada,Proceso ineficiente,0.0,0.1836,0.0,Bajo
3/10/2026,Planta C,L2,Dia,Kendrick Greatbank,Hilde Scarlet,Acabado,Premium,S,Azul,305,298,66,86,2,14,47,55,56.56,771.12,Medida incorrecta,Proceso ineficiente,0.0,0.1898,4.0,Bajo
3/29/2026,Planta B,L4,Noche,Che Forlong,Howie Klimes,Costura,Premium,XL,Gris,395,84,156,71,7,24,115,64,13.19,2852.33,Costura defectuosa,Error humano,0.0,0.157,2.0,Critico
3/6/2026,Planta A,L6,Noche,Kellia Bridgement,Letisha Selwyn,Acabado,Premium,XL,Negro,224,215,248,110,4,3,58,28,30.38,295.52,Mancha,Materia prima defectuosa,0.0,0.1413,0.0,Critico
3/28/2026,Planta B,L2,Noche,Andreana Coton,Tomi Kretschmer,Costura,Premium,L,Rojo,423,210,311,77,2,11,189,30,7.25,2093.5,Costura defectuosa,Materia prima defectuosa,0.0,0.0345,1.0,Critico
3/2/2026,Planta B,L3,Tarde,Vi Beall,Leoline Juris,Calidad,Deportiva,M,Blanco,392,197,152,50,6,10,76,68,16.73,860.38,Corte incorrecto,Proceso ineficiente,0.0,0.0849,2.0,Bajo
3/10/2026,Planta A,L1,Noche,Winna Ghelerdini,Dacey Fitt,Calidad,Premium,S,Azul,220,116,134,47,4,16,104,26,18.84,1739.36,Costura defectuosa,Proceso ineficiente,0.0,0.1624,1.0,Bajo
3/8/2026,Planta A,L3,Tarde,Dov Chatt,Denys Oylett,Calidad,Deportiva,S,Blanco,497,222,429,28,4,12,54,44,18.31,721.24,Corte incorrecto,Proceso ineficiente,0.0,0.0825,1.0,Bajo
3/24/2026,Planta B,L10,Noche,Bruis Cicccitti,Gayelord Raoux,Costura,Basica,XL,Azul,351,190,294,80,7,11,169,65,34.66,2101.62,Mancha,Falla maquina,0.0,0.1824,1.0,Critico
3/23/2026,Planta B,L5,Noche,Dawna MacInnes,Tomi Korda,Costura,Premium,S,Rojo,462,215,297,83,2,16,95,46,13.8,1547.6,Tela danada,Materia prima defectuosa,0.0,0.0642,1.0,Bajo
3/19/2026,Planta C,L7,Dia,Hayyim Spaven,Alphonso Byfford,Calidad,Basica,M,Azul,361,167,304,33,2,3,50,69,6.55,163.1,Mancha,Proceso ineficiente,0.0,0.0392,1.0,Bajo
3/23/2026,Planta C,L5,Dia,Wendell Fotitt,Mickie Liggett,Corte,Basica,XL,Azul,412,258,403,32,8,25,94,71,84.39,3025.12,Corte incorrecto,Falla maquina,0.0,0.3271,1.0,Critico
3/1/2026,Planta B,L10,Tarde,Marie-ann Blare,Marja Stopford,Acabado,Deportiva,S,Negro,386,263,456,10,6,4,95,45,9.77,438.62,Costura defectuosa,Falla maquina,0.0,0.0371,0.0,Bajo
3/7/2026,Planta A,L3,Noche,Otha Beelby,Seymour Carlens,Costura,Basica,S,Blanco,474,150,473,58,8,22,161,32,23.41,3729.28,Mancha,Falla maquina,0.0,0.1561,1.0,Critico
3/16/2026,Planta A,L1,Noche,Lamond Mellmoth,Herminia Heggman,Calidad,Basica,XL,Azul,329,70,281,34,8,9,79,32,6.01,759.08,Tela danada,Proceso ineficiente,0.0,0.0859,1.0,Bajo
3/19/2026,Planta A,L5,Dia,Ricky Southerton,Lefty Betteney,Calidad,Deportiva,S,Azul,453,249,293,45,7,16,32,77,39.06,785.42,Corte incorrecto,Materia prima defectuosa,0.0,0.1569,1.0,Bajo
3/12/2026,Planta C,L6,Dia,Kimbra Starling,Tab Daverin,Acabado,Basica,S,Azul,303,244,366,78,2,5,38,21,29.89,249.78,Medida incorrecta,Error humano,0.0,0.1225,0.0,Bajo
3/11/2026,Planta B,L1,Dia,Quintin Cota,Alfreda Blackater,Acabado,Premium,L,Blanco,481,194,391,0,7,10,46,84,37.84,724.88,Mancha,Falla maquina,0.0,0.1951,1.0,Bajo
3/12/2026,Planta C,L4,Dia,Ewan Urlich,Nowell McPhee,Acabado,Basica,XL,Azul,487,140,142,118,4,11,52,72,11.11,616.44,Corte incorrecto,Error humano,0.0,0.0794,3.0,Critico
3/9/2026,Planta C,L3,Dia,Joela Wiggans,Mathe McReath,Acabado,Basica,M,Blanco,264,214,460,53,2,24,47,20,27.86,1183.72,Medida incorrecta,Materia prima defectuosa,0.0,0.1302,0.0,Bajo
3/26/2026,Planta C,L5,Dia,Sande Story,Tristan Fidell,Corte,Premium,M,Blanco,403,128,301,92,7,12,82,81,20.95,1130.65,Tela danada,Materia prima defectuosa,0.0,0.1637,1.0,Critico
3/10/2026,Planta A,L4,Noche,Giorgia Drayson,Camey Tabourier,Costura,Deportiva,XL,Azul,443,148,439,56,7,9,122,76,16.58,1214.06,Tela danada,Materia prima defectuosa,0.0,0.112,1.0,Bajo
3/27/2026,Planta B,L7,Tarde,Stevana Frantzen,Mela Edgars,Corte,Deportiva,XL,Azul,423,197,232,97,6,6,50,53,55.96,635.76,Mancha,Falla maquina,0.0,0.2841,1.0,Critico
3/7/2026,Planta B,L1,Noche,Franny Lorans,Garner Vogele,Costura,Deportiva,M,Rojo,96,169,361,29,7,23,26,12,30.53,811.71,Medida incorrecta,Materia prima defectuosa,0.0,0.1807,0.0,Bajo
3/30/2026,Planta B,L6,Dia,Ianthe Workman,Talbert Zaniolini,Corte,Premium,XL,Negro,382,131,465,16,2,3,59,20,44.26,265.52,Medida incorrecta,Error humano,0.0,0.3379,0.0,Bajo
3/16/2026,Planta A,L9,Dia,Timofei Coleshill,Uriel Morbey,Calidad,Premium,S,Gris,432,134,326,112,5,13,99,61,10.17,1337.85,Tela danada,Error humano,0.0,0.0759,1.0,Critico
3/25/2026,Planta B,L7,Noche,Jarrad Cox,Jehu Lintot,Costura,Basica,XL,Rojo,268,233,313,55,3,5,131,23,13.29,694.87,Tela danada,Materia prima defectuosa,0.0,0.057,0.0,Bajo
3/11/2026,Planta A,L7,Tarde,Homer Haggie,Pedro Demko,Costura,Premium,S,Rojo,427,178,307,89,2,11,35,24,7.15,399.3,Corte incorrecto,Error humano,0.0,0.0402,1.0,Bajo
3/8/2026,Planta B,L1,Dia,Dominic Karoly,Meredithe Skippon,Corte,Deportiva,L,Azul,476,202,227,0,2,15,80,75,48.48,1296.96,Mancha,Proceso ineficiente,0.0,0.24,2.0,Bajo
3/5/2026,Planta A,L2,Noche,Charley Boyat,Madlen Swatton,Acabado,Deportiva,L,Gris,370,118,92,62,2,15,126,57,7.54,1905.08,Tela danada,Error humano,0.0,0.0639,4.0,Bajo
3/22/2026,Planta C,L9,Dia,Margaret Simnel,Hank Bignal,Acabado,Premium,S,Negro,176,134,129,105,4,6,23,22,20.31,219.24,Tela danada,Proceso ineficiente,0.0,0.1516,1.0,Critico
3/1/2026,Planta B,L4,Dia,Shellysheldon Abelovitz,Celinda Coit,Acabado,Basica,L,Blanco,299,90,473,32,5,24,58,54,15.22,1468.1,Mancha,Error humano,0.0,0.1691,0.0,Bajo
3/29/2026,Planta C,L6,Tarde,Delcina Wincott,Jesse Bryenton,Corte,Deportiva,M,Rojo,249,254,356,63,8,9,31,40,55.05,719.4,Medida incorrecta,Falla maquina,0.0,0.2167,0.0,Bajo
3/25/2026,Planta B,L3,Noche,Lurlene Dunniom,Bradford Kinnar,Calidad,Basica,XL,Azul,151,297,294,79,4,21,65,16,26.94,1472.76,Corte incorrecto,Proceso ineficiente,0.0,0.0907,0.0,Bajo
3/18/2026,Planta B,L8,Dia,Yoko Clibbery,Xylina Babe,Calidad,Basica,S,Negro,287,144,300,24,8,19,32,19,10.31,690.48,Costura defectuosa,Error humano,0.0,0.0716,0.0,Bajo
3/18/2026,Planta B,L5,Dia,Skipp Dalliwater,Jamie McCooke,Costura,Premium,L,Gris,475,134,302,115,8,18,47,92,5.08,886.64,Medida incorrecta,Falla maquina,0.0,0.0379,1.0,Critico
3/30/2026,Planta A,L5,Noche,Rancell Colles,Yance Fumagallo,Corte,Deportiva,XL,Negro,322,209,479,30,5,18,153,25,37.64,2942.2,Costura defectuosa,Proceso ineficiente,0.0,0.1801,0.0,Critico
3/2/2026,Planta B,L6,Tarde,Judi Taillard,Roze Jarrett,Acabado,Premium,XL,Blanco,116,231,373,35,2,21,16,15,26.91,389.82,Corte incorrecto,Proceso ineficiente,0.0,0.1165,0.0,Bajo
3/11/2026,Planta A,L9,Tarde,Louie Tukely,Claybourne Upham,Corte,Premium,M,Blanco,485,231,341,22,7,6,41,93,74.66,768.62,Mancha,Falla maquina,0.0,0.3232,1.0,Bajo
3/3/2026,Planta A,L4,Tarde,Charleen Milbank,Shell Wigfield,Acabado,Basica,L,Gris,118,229,99,75,5,21,13,8,22.81,387.05,Costura defectuosa,Falla maquina,0.0,0.0996,1.0,Bajo
3/18/2026,Planta B,L3,Dia,Rad Matthessen,Quill Loweth,Corte,Premium,L,Gris,143,239,404,70,4,22,12,15,70.63,546.52,Tela danada,Falla maquina,0.0,0.2955,0.0,Bajo
3/26/2026,Planta A,L1,Tarde,Cicely Middle,Matelda Arnould,Acabado,Basica,L,Negro,239,67,131,21,3,15,17,43,9.33,282.99,Mancha,Falla maquina,0.0,0.1393,1.0,Bajo
3/5/2026,Planta A,L8,Noche,Annelise Duffitt,Ysabel Messam,Corte,Basica,XL,Rojo,414,101,214,94,6,17,111,45,22.96,2024.76,Medida incorrecta,Materia prima defectuosa,0.0,0.2273,1.0,Critico
3/15/2026,Planta C,L6,Noche,Felita Mellon,Maia Motten,Acabado,Basica,L,Azul,482,102,193,3,7,3,125,81,13.23,467.61,Tela danada,Proceso ineficiente,0.0,0.1297,2.0,Bajo
3/27/2026,Planta C,L6,Tarde,Reggi Massie,Arluene Capnerhurst,Calidad,Premium,M,Blanco,104,261,273,97,8,16,19,18,25.9,511.2,Corte incorrecto,Proceso ineficiente,0.0,0.0992,0.0,Critico
3/10/2026,Planta B,L1,Noche,Karen Phalp,Hallsy Broszkiewicz,Acabado,Premium,L,Negro,216,238,452,120,3,25,83,20,17.14,2126.42,Tela danada,Materia prima defectuosa,0.0,0.072,0.0,Critico
3/30/2026,Planta A,L3,Tarde,Odetta Greason,Aubry Molan,Corte,Deportiva,M,Azul,176,263,281,105,5,5,41,30,101.55,712.75,Mancha,Materia prima defectuosa,0.0,0.3861,0.0,Critico
3/30/2026,Planta C,L9,Tarde,Adan Teese,Jami Sympson,Corte,Premium,XL,Gris,143,69,365,120,8,16,11,8,23.32,362.56,Tela danada,Error humano,0.0,0.338,0.0,Critico
3/20/2026,Planta C,L8,Noche,Kate Mcasparan,Egon Crombie,Acabado,Deportiva,XL,Gris,94,128,194,118,3,12,32,17,8.88,410.64,Corte incorrecto,Materia prima defectuosa,0.0,0.0694,0.0,Critico
3/7/2026,Planta A,L1,Noche,Bobbi Uzielli,Staci Allender,Calidad,Deportiva,S,Blanco,80,278,426,13,5,15,21,15,29.47,462.35,Medida incorrecta,Materia prima defectuosa,0.0,0.106,0.0,Bajo
3/2/2026,Planta C,L9,Dia,Emma Labadini,Shanta Pinkstone,Corte,Premium,L,Rojo,424,79,399,72,2,23,103,82,27.43,2423.86,Corte incorrecto,Error humano,0.0,0.3472,1.0,Critico
3/20/2026,Planta C,L9,Noche,Bryan Moses,Dedie Sibbit,Corte,Basica,S,Negro,494,123,424,42,8,21,195,78,12.57,4195.56,Tela danada,Falla maquina,0.0,0.1022,1.0,Critico
3/10/2026,Planta B,L4,Dia,Tierney Cristofor,Ofilia Ciccone,Calidad,Premium,S,Blanco,364,289,121,36,7,23,52,25,46.5,1521.5,Mancha,Proceso ineficiente,0.0,0.1609,3.0,Bajo
3/14/2026,Planta A,L9,Noche,Gretta Ferns,Tad Ridge,Calidad,Premium,S,Negro,345,77,243,51,3,17,135,62,8.21,2319.63,Corte incorrecto,Error humano,0.0,0.1066,1.0,Critico
3/23/2026,Planta A,L7,Tarde,Brandy Rollitt,Abbot Scourfield,Costura,Deportiva,S,Negro,413,159,480,99,5,6,28,67,26.58,300.9,Corte incorrecto,Proceso ineficiente,0.0,0.1672,0.0,Critico
